Historical Prices - TA-125
From 31/05/2012 To 29/05/2017, Frequency: Daily

Date,Index Base Price,Index Opening Price,Closing Index Value,High,Low,Overall Market Cap(NIS thousands) * 
15/01/2017,1269.08,1271.03,1271.09,1273.22,1270.14,691563650
12/01/2017,1276.44,1268.85,1269.08,1271.11,1267.21,690985092
11/01/2017,1280.51,1282.07,1276.44,1282.07,1275.42,701649570
10/01/2017,1284.24,1283.51,1280.51,1286.35,1279.53,701634991
09/01/2017,1284.35,1286.75,1284.24,1287.39,1281.80,704314939
08/01/2017,1290.66,1287.20,1284.35,1288.52,1282.92,705240623
05/01/2017,1287.77,1289.42,1290.66,1293.02,1286.94,714588728
04/01/2017,1285.44,1286.52,1287.77,1289.62,1282.91,715596573
03/01/2017,1280.42,1283.57,1285.44,1286.96,1280.74,712616442
02/01/2017,1276.94,1279.14,1280.42,1282.12,1278.05,707250943
01/01/2017,1282.37,1276.62,1276.94,1279.29,1276.20,704715945
29/12/2016,1289.31,1282.63,1282.37,1283.71,1278.86,703225129
28/12/2016,1286.21,1286.71,1289.31,1297.18,1283.43,707235012
27/12/2016,1272.29,1273.54,1286.21,1286.70,1273.49,705906530
26/12/2016,1272.85,1273.00,1272.29,1273.39,1269.77,698349440
25/12/2016,1277.43,1278.35,1272.85,1278.45,1272.11,698970927
22/12/2016,1275.91,1275.79,1277.43,1277.43,1273.94,702682984
21/12/2016,1281.42,1280.70,1275.91,1284.47,1275.22,699519784
20/12/2016,1276.99,1276.16,1281.42,1283.15,1274.88,703423068
19/12/2016,1273.24,1272.80,1276.99,1277.12,1269.37,703850558
18/12/2016,1271.43,1272.90,1273.24,1275.80,1271.43,702347882
15/12/2016,1271.62,1269.19,1271.43,1271.91,1264.72,702760270
14/12/2016,1279.87,1278.97,1271.62,1279.34,1271.62,702027294
13/12/2016,1272.06,1275.07,1279.87,1280.73,1272.51,707852932
12/12/2016,1278.85,1278.23,1272.06,1278.84,1272.02,699997903
11/12/2016,1264.30,1273.12,1278.85,1280.13,1273.11,703716494
08/12/2016,1259.23,1260.94,1264.30,1265.59,1259.75,690833671
07/12/2016,1264.16,1270.11,1259.23,1272.24,1258.39,684856924
06/12/2016,1268.27,1264.89,1264.16,1270.01,1262.26,689958822
05/12/2016,1253.39,1255.34,1268.27,1270.15,1254.91,698355351
04/12/2016,1258.89,1255.08,1253.39,1255.08,1251.15,690216225
01/12/2016,1263.79,1262.01,1258.89,1265.08,1257.75,697494610
30/11/2016,1267.23,1266.61,1263.79,1268.24,1263.44,696489343
29/11/2016,1267.92,1264.97,1267.23,1270.73,1264.82,701157332
28/11/2016,1272.46,1272.78,1267.92,1273.33,1266.99,701754737
27/11/2016,1266.33,1269.97,1272.46,1274.74,1269.64,703660463
24/11/2016,1265.87,1268.14,1266.33,1270.03,1265.95,700571556
23/11/2016,1267.87,1265.73,1265.87,1268.73,1259.80,700113776
22/11/2016,1261.67,1265.38,1267.87,1269.63,1265.33,702597176
21/11/2016,1258.00,1258.96,1261.67,1262.49,1256.65,701908997
20/11/2016,1251.26,1256.39,1258.00,1259.02,1255.92,699150148
17/11/2016,1250.77,1252.47,1251.26,1254.96,1250.24,696325537
16/11/2016,1247.20,1248.42,1250.77,1251.74,1247.12,696195198
15/11/2016,1248.48,1251.73,1247.20,1253.56,1245.00,697249059
14/11/2016,1247.76,1252.04,1248.48,1253.38,1242.43,703495441
13/11/2016,1242.83,1248.07,1247.76,1248.81,1244.26,701355140
10/11/2016,1233.32,1248.80,1242.83,1252.28,1238.64,704105050
09/11/2016,1222.45,1198.59,1233.32,1240.75,1198.32,698099250
08/11/2016,1233.22,1231.85,1222.45,1233.68,1222.36,685790285
07/11/2016,1216.77,1230.88,1233.22,1234.76,1229.37,694964368
06/11/2016,1214.27,1204.74,1216.77,1217.66,1204.47,685374721
03/11/2016,1217.46,1212.14,1214.27,1224.59,1211.77,691734082
02/11/2016,1225.36,1222.28,1217.46,1222.33,1213.72,696808361
01/11/2016,1231.09,1232.94,1225.36,1234.14,1224.25,699658833
31/10/2016,1233.54,1237.60,1231.09,1239.16,1228.84,700048744
30/10/2016,1250.63,1239.10,1233.54,1239.62,1233.26,701801156
27/10/2016,1254.46,1248.67,1250.63,1256.42,1248.67,712984800
26/10/2016,1259.19,1256.30,1254.46,1256.30,1251.80,717004529
25/10/2016,1251.35,1257.47,1259.19,1262.56,1255.63,719052917
20/10/2016,1250.63,1250.88,1251.35,1252.19,1249.51,712970614
19/10/2016,1248.47,1249.75,1250.63,1251.71,1247.23,712432942
18/10/2016,1241.60,1237.44,1248.47,1248.47,1237.44,706757218
13/10/2016,1266.15,1251.73,1241.60,1251.83,1238.09,711774226
10/10/2016,1259.47,1260.21,1266.15,1267.54,1259.57,725802134
09/10/2016,1257.18,1255.36,1259.47,1259.47,1255.19,724752938
06/10/2016,1260.51,1263.35,1257.18,1263.35,1256.81,719279149
05/10/2016,1261.79,1252.63,1260.51,1261.91,1251.77,719941670
29/09/2016,1270.11,1269.92,1261.79,1272.11,1260.28,728486575
28/09/2016,1272.65,1272.68,1270.11,1276.05,1270.08,737319251
27/09/2016,1275.50,1277.93,1272.65,1280.26,1266.48,740932901
26/09/2016,1282.94,1279.57,1275.50,1281.41,1273.99,745203840
25/09/2016,1281.36,1284.55,1282.94,1286.30,1281.93,748544582
22/09/2016,1262.16,1272.20,1281.36,1281.36,1271.25,749221697
21/09/2016,1262.50,1262.80,1262.16,1266.43,1260.75,738245510
20/09/2016,1270.31,1267.76,1262.50,1269.61,1262.50,739446083
19/09/2016,1267.49,1271.75,1270.31,1273.97,1267.42,745705916
18/09/2016,1255.75,1258.61,1267.49,1267.49,1258.60,745625605
15/09/2016,1255.27,1253.14,1255.75,1258.62,1252.47,740442806
14/09/2016,1254.20,1256.59,1255.27,1258.34,1252.41,742370913
13/09/2016,1258.47,1264.94,1254.20,1265.77,1253.21,737604270
12/09/2016,1254.67,1250.72,1258.47,1259.44,1247.96,735521161
11/09/2016,1279.17,1261.91,1254.67,1261.91,1251.33,732279903
08/09/2016,1282.12,1284.46,1279.17,1285.24,1277.16,747362042
07/09/2016,1274.29,1274.90,1282.12,1282.14,1274.90,747899696
06/09/2016,1273.17,1272.47,1274.29,1277.26,1272.28,744962343
05/09/2016,1265.55,1266.85,1273.17,1273.17,1266.38,744372544
04/09/2016,1267.03,1267.69,1265.55,1268.69,1264.61,740697707
01/09/2016,1271.53,1273.75,1267.03,1275.15,1266.33,742050196
31/08/2016,1273.89,1273.47,1271.53,1276.57,1270.03,746684501
30/08/2016,1271.82,1273.76,1273.89,1275.35,1271.81,749231083
29/08/2016,1275.68,1275.55,1271.82,1277.55,1270.58,748144722
28/08/2016,1281.38,1277.80,1275.68,1279.67,1275.66,751409216
25/08/2016,1293.62,1275.44,1281.38,1282.02,1275.16,755909672
24/08/2016,1296.15,1295.46,1293.62,1297.08,1292.26,768936860
23/08/2016,1292.26,1292.30,1296.15,1297.90,1291.20,770263341
22/08/2016,1289.64,1289.28,1292.26,1294.77,1288.64,771431978
21/08/2016,1285.92,1287.10,1289.64,1289.64,1286.49,768191300
18/08/2016,1283.69,1284.82,1285.92,1286.84,1281.88,770327180
17/08/2016,1287.05,1287.74,1283.69,1290.14,1283.23,769525827
16/08/2016,1291.80,1291.11,1287.05,1291.49,1286.31,773270067
15/08/2016,1286.42,1292.28,1291.80,1294.48,1290.23,775823138
11/08/2016,1281.37,1288.08,1286.42,1288.95,1285.45,770999672
10/08/2016,1290.82,1292.73,1281.37,1300.53,1280.38,768530930
09/08/2016,1289.16,1288.51,1290.82,1292.45,1288.02,775576661
08/08/2016,1287.99,1288.26,1289.16,1293.45,1288.26,774485833
07/08/2016,1274.72,1283.07,1287.99,1287.99,1282.64,775728287
04/08/2016,1267.47,1268.35,1274.72,1275.53,1268.35,769949491
03/08/2016,1264.67,1265.03,1267.47,1267.73,1261.08,763409768
02/08/2016,1275.68,1275.36,1264.67,1276.66,1264.67,757480277
01/08/2016,1272.69,1277.21,1275.68,1279.70,1273.08,764797752
31/07/2016,1267.26,1268.31,1272.69,1272.69,1267.06,765855498
28/07/2016,1273.91,1277.78,1267.26,1278.53,1267.26,765648280
27/07/2016,1275.39,1275.26,1273.91,1279.10,1273.02,748389669
26/07/2016,1276.81,1277.02,1275.39,1278.73,1274.29,749411084
25/07/2016,1277.23,1277.13,1276.81,1283.25,1275.11,748953991
24/07/2016,1278.33,1275.73,1277.23,1280.01,1274.09,749693598
21/07/2016,1279.15,1278.92,1278.33,1282.47,1277.26,752308289
20/07/2016,1270.40,1269.74,1279.15,1279.15,1269.11,750124280
19/07/2016,1268.50,1267.47,1270.40,1270.93,1265.03,744805457
18/07/2016,1269.38,1271.12,1268.50,1276.54,1266.74,744819839
17/07/2016,1270.56,1270.81,1269.38,1271.27,1268.36,743284091
14/07/2016,1262.71,1264.32,1270.56,1271.75,1263.74,745649776
13/07/2016,1258.01,1260.67,1262.71,1265.64,1256.83,741560080
12/07/2016,1248.82,1248.66,1258.01,1259.63,1248.40,732513802
11/07/2016,1245.29,1249.40,1248.82,1252.27,1246.03,727016930
10/07/2016,1228.46,1242.52,1245.29,1246.04,1241.67,724751961
07/07/2016,1215.89,1219.86,1228.46,1228.46,1219.52,715262331
06/07/2016,1221.11,1220.40,1215.89,1223.00,1212.08,708134024
05/07/2016,1228.02,1226.63,1221.11,1227.63,1220.03,709058609
04/07/2016,1224.58,1226.37,1228.02,1229.08,1225.22,713320658
03/07/2016,1211.21,1222.87,1224.58,1225.88,1222.87,709837491
30/06/2016,1211.88,1212.57,1211.21,1215.55,1209.77,725405239
29/06/2016,1204.31,1208.54,1211.88,1211.88,1205.23,726700051
28/06/2016,1196.27,1199.74,1204.31,1206.37,1198.19,720534467
27/06/2016,1202.41,1204.70,1196.27,1212.42,1195.03,717199432
26/06/2016,1240.22,1203.14,1202.41,1207.44,1199.49,723106387
23/06/2016,1240.54,1243.69,1240.22,1245.39,1237.43,743570971
22/06/2016,1236.41,1235.64,1240.54,1240.73,1234.65,743658620
21/06/2016,1238.22,1239.79,1236.41,1243.45,1235.08,742556022
20/06/2016,1225.90,1233.36,1238.22,1242.11,1233.21,745675183
19/06/2016,1222.02,1223.71,1225.90,1228.51,1223.71,740067472
16/06/2016,1235.03,1219.94,1222.02,1224.91,1216.60,738478898
15/06/2016,1226.41,1236.51,1235.03,1244.38,1233.23,749579318
14/06/2016,1229.98,1227.88,1226.41,1230.31,1223.02,746764929
13/06/2016,1246.37,1231.97,1229.98,1231.97,1225.63,745902531
09/06/2016,1251.81,1247.82,1246.37,1250.81,1245.46,754443936
08/06/2016,1258.76,1258.22,1251.81,1259.01,1251.81,755948281
07/06/2016,1257.59,1262.01,1258.76,1263.58,1256.62,760064353
06/06/2016,1256.32,1255.65,1257.59,1258.02,1254.18,757267312
05/06/2016,1256.99,1255.04,1256.32,1258.06,1254.46,755449258
02/06/2016,1252.34,1251.53,1256.99,1257.76,1251.22,755210596
01/06/2016,1254.58,1254.32,1252.34,1255.18,1247.84,747034075
31/05/2016,1254.63,1257.01,1254.58,1259.34,1252.19,745203855
30/05/2016,1244.26,1245.12,1254.63,1255.00,1243.19,745189162
29/05/2016,1240.87,1246.60,1244.26,1248.11,1243.14,740638675
26/05/2016,1249.80,1244.29,1240.87,1245.68,1236.56,735949591
25/05/2016,1238.05,1244.02,1249.80,1249.80,1242.03,742631703
24/05/2016,1226.34,1224.27,1238.05,1238.05,1222.12,737326197
23/05/2016,1220.39,1221.10,1226.34,1226.85,1214.44,732459585
22/05/2016,1212.43,1222.22,1220.39,1222.86,1219.92,730178625
19/05/2016,1221.36,1219.57,1212.43,1221.18,1212.43,724158395
18/05/2016,1211.86,1210.02,1221.36,1221.36,1208.08,728731110
17/05/2016,1211.29,1216.91,1211.86,1216.91,1206.51,719196403
16/05/2016,1210.68,1212.55,1211.29,1213.09,1206.69,713375694
15/05/2016,1228.24,1213.46,1210.68,1214.37,1208.28,715043054
10/05/2016,1220.15,1221.77,1228.24,1228.55,1221.74,730819891
09/05/2016,1215.85,1219.07,1220.15,1225.56,1214.64,726035906
08/05/2016,1222.41,1211.56,1215.85,1216.10,1211.34,717685149
05/05/2016,1219.87,1226.22,1222.41,1228.96,1219.78,732218999
04/05/2016,1226.94,1227.68,1219.87,1232.05,1216.82,732382041
03/05/2016,1233.92,1235.91,1226.94,1235.91,1224.20,734236218
02/05/2016,1224.58,1227.52,1233.92,1237.56,1225.36,734933760
01/05/2016,1246.04,1234.10,1224.58,1236.58,1223.59,731470129
27/04/2016,1264.40,1250.83,1246.04,1253.99,1244.46,752473796
26/04/2016,1285.29,1266.43,1264.40,1269.30,1262.19,761437335
25/04/2016,1294.66,1292.18,1285.29,1292.60,1285.29,782056177
24/04/2016,1292.77,1292.09,1294.66,1295.64,1291.33,784213714
21/04/2016,1293.28,1295.45,1292.77,1295.83,1290.39,784199489
20/04/2016,1295.85,1293.19,1293.28,1297.52,1291.59,781671640
19/04/2016,1287.84,1288.65,1295.85,1295.85,1288.31,782843980
18/04/2016,1285.18,1281.29,1287.84,1287.84,1275.20,773980704
17/04/2016,1273.21,1274.33,1285.18,1285.24,1273.21,783645324
14/04/2016,1268.21,1273.03,1273.21,1278.69,1268.41,779324253
13/04/2016,1251.81,1259.03,1268.21,1268.21,1257.94,774142054
12/04/2016,1255.36,1252.55,1251.81,1256.56,1250.46,767399589
11/04/2016,1243.39,1244.37,1255.36,1256.47,1240.18,773825024
10/04/2016,1250.49,1241.96,1243.39,1244.75,1241.68,769289534
07/04/2016,1250.12,1256.20,1250.49,1256.55,1249.50,776872419
06/04/2016,1246.47,1247.64,1250.12,1252.17,1246.17,772597612
05/04/2016,1255.85,1251.65,1246.47,1251.83,1243.24,765008843
04/04/2016,1250.44,1250.68,1255.85,1257.30,1250.48,770915886
03/04/2016,1250.19,1256.07,1250.44,1256.08,1249.65,766703530
31/03/2016,1259.95,1255.71,1250.19,1260.12,1250.19,761754133
30/03/2016,1257.01,1263.65,1259.95,1267.51,1259.95,769367641
29/03/2016,1266.01,1262.21,1257.01,1264.19,1253.55,767654689
28/03/2016,1267.79,1261.78,1266.01,1269.43,1261.78,773835258
27/03/2016,1277.69,1274.42,1267.79,1275.36,1267.04,775901337
23/03/2016,1279.87,1283.67,1277.69,1285.94,1276.81,782426360
22/03/2016,1277.93,1278.67,1279.87,1279.87,1272.60,781288419
21/03/2016,1277.10,1278.05,1277.93,1280.53,1275.13,779284818
20/03/2016,1271.34,1278.36,1277.10,1278.68,1276.17,778632705
17/03/2016,1277.52,1282.20,1271.34,1282.20,1268.60,777761854
16/03/2016,1270.80,1273.77,1277.52,1279.23,1272.55,791700687
15/03/2016,1277.82,1275.38,1270.80,1279.74,1269.91,789047309
14/03/2016,1278.63,1279.68,1277.82,1283.81,1276.31,800758842
13/03/2016,1269.82,1276.37,1278.63,1283.76,1276.11,804862868
10/03/2016,1259.62,1264.41,1269.82,1273.88,1262.56,799219470
09/03/2016,1255.80,1254.84,1259.62,1261.01,1253.30,785416800
08/03/2016,1254.19,1254.45,1255.80,1258.14,1250.17,781085365
07/03/2016,1257.30,1256.57,1254.19,1257.17,1250.60,778020139
06/03/2016,1248.44,1255.88,1257.30,1258.11,1255.88,779059759
03/03/2016,1248.52,1256.52,1248.44,1256.62,1247.33,775582758
02/03/2016,1243.66,1256.00,1248.52,1256.33,1244.73,775195317
01/03/2016,1240.46,1240.75,1243.66,1245.56,1239.80,771679724
29/02/2016,1242.27,1239.76,1240.46,1245.99,1236.66,773650890
28/02/2016,1230.09,1238.68,1242.27,1243.78,1238.49,778913967
25/02/2016,1224.85,1235.36,1230.09,1235.36,1226.63,772316235
24/02/2016,1233.37,1235.20,1224.85,1236.16,1221.42,767213943
23/02/2016,1236.03,1235.75,1233.37,1237.28,1230.97,779830851
22/02/2016,1224.82,1231.07,1236.03,1240.56,1230.82,778688757
21/02/2016,1223.28,1227.39,1224.82,1231.05,1223.93,772233070
18/02/2016,1229.52,1243.76,1223.28,1244.02,1221.69,777255122
17/02/2016,1209.12,1209.69,1229.52,1229.52,1207.47,779380140
16/02/2016,1208.38,1215.63,1209.12,1216.05,1205.08,763853837
15/02/2016,1197.77,1204.93,1208.38,1210.44,1204.92,762273185
14/02/2016,1180.84,1190.28,1197.77,1199.12,1190.28,753277957
11/02/2016,1215.46,1200.65,1180.84,1202.85,1180.61,743069496
10/02/2016,1211.20,1212.50,1215.46,1219.76,1206.17,782468437
09/02/2016,1215.57,1212.28,1211.20,1218.08,1199.06,777391539
08/02/2016,1232.09,1233.95,1215.57,1236.98,1215.32,781732288
07/02/2016,1246.83,1232.41,1232.09,1234.86,1227.87,794196573
04/02/2016,1244.17,1255.56,1246.83,1257.56,1237.93,807018301
03/02/2016,1253.01,1249.99,1244.17,1259.03,1242.91,800708267
02/02/2016,1262.49,1262.70,1253.01,1264.69,1252.30,816917212
01/02/2016,1269.61,1266.48,1262.49,1268.78,1257.42,818494175
31/01/2016,1249.38,1269.67,1269.61,1270.97,1265.65,824853533
28/01/2016,1248.86,1248.37,1249.38,1257.33,1246.21,806439044
27/01/2016,1251.20,1250.56,1248.86,1254.68,1247.69,821051781
26/01/2016,1250.50,1236.86,1251.20,1252.36,1233.40,822141349
25/01/2016,1258.72,1257.79,1250.50,1260.75,1248.06,821594495
24/01/2016,1238.61,1259.09,1258.72,1261.67,1258.27,825876928
21/01/2016,1230.31,1226.19,1238.61,1243.23,1226.19,810661864
20/01/2016,1258.69,1240.18,1230.31,1240.55,1229.30,802525916
19/01/2016,1250.73,1261.10,1258.69,1268.24,1253.81,820793279
18/01/2016,1244.68,1244.29,1250.73,1252.49,1240.30,812625654
17/01/2016,1248.15,1245.85,1244.68,1255.53,1241.75,808988334
14/01/2016,1286.37,1270.11,1248.15,1270.11,1240.66,809034860
13/01/2016,1291.20,1295.74,1286.37,1298.17,1285.89,834456467
12/01/2016,1282.94,1282.03,1291.20,1296.03,1281.59,834693581
11/01/2016,1277.70,1274.32,1282.94,1294.63,1272.95,826443616
10/01/2016,1284.39,1268.89,1277.70,1278.45,1267.79,827015364
07/01/2016,1311.73,1294.61,1284.39,1295.19,1282.05,834267809
06/01/2016,1320.34,1317.26,1311.73,1319.87,1302.82,852117369
05/01/2016,1314.05,1318.21,1320.34,1324.95,1317.69,853023563
04/01/2016,1328.33,1311.76,1314.05,1314.05,1306.75,848999848
03/01/2016,1315.08,1315.48,1328.33,1330.05,1314.80,856097744
31/12/2015,1315.71,1313.83,1315.08,1320.90,1313.07,847425820
30/12/2015,1320.95,1319.33,1315.71,1320.75,1314.54,850465793
29/12/2015,1315.36,1321.04,1320.95,1323.44,1320.51,851749761
28/12/2015,1321.85,1320.55,1315.36,1321.08,1314.63,845729724
27/12/2015,1307.78,1308.44,1321.85,1323.88,1307.58,852324701
24/12/2015,1294.11,1302.04,1307.78,1309.15,1299.53,846762313
23/12/2015,1287.48,1287.03,1294.11,1294.11,1283.86,838853900
22/12/2015,1296.50,1299.22,1287.48,1300.72,1286.80,835012462
21/12/2015,1293.30,1296.68,1296.50,1301.49,1293.26,839394524
20/12/2015,1311.13,1293.40,1293.30,1293.50,1287.14,835253678
17/12/2015,1295.98,1304.72,1311.13,1317.95,1304.72,845277415
16/12/2015,1301.27,1303.68,1295.98,1305.35,1294.86,836972796
15/12/2015,1283.24,1288.76,1301.27,1302.54,1287.60,841345192
14/12/2015,1290.06,1293.90,1283.24,1296.38,1281.87,829913690
13/12/2015,1320.47,1300.08,1290.06,1300.94,1289.19,726228266
10/12/2015,1328.41,1325.08,1320.47,1326.27,1318.94,740567404
09/12/2015,1329.10,1333.73,1328.41,1334.98,1326.03,745664605
08/12/2015,1340.16,1339.52,1329.10,1340.92,1325.03,745636028
07/12/2015,1348.46,1350.00,1340.16,1350.66,1340.16,748585971
06/12/2015,1347.63,1353.66,1348.46,1355.82,1346.49,736475833
03/12/2015,1359.57,1354.62,1347.63,1359.57,1346.62,732829248
02/12/2015,1355.17,1359.71,1359.57,1362.39,1357.79,739424272
01/12/2015,1343.51,1354.79,1355.17,1358.29,1351.92,739523669
30/11/2015,1345.58,1343.18,1343.51,1350.54,1341.68,725320083
29/11/2015,1346.99,1347.37,1345.58,1350.13,1344.14,732146778
26/11/2015,1346.94,1345.77,1346.99,1350.14,1344.10,734364659
25/11/2015,1343.81,1350.99,1346.94,1353.89,1346.39,732271503
24/11/2015,1357.25,1352.17,1343.81,1355.15,1341.48,727093259
23/11/2015,1361.59,1361.84,1357.25,1363.25,1355.52,736118226
22/11/2015,1360.49,1363.93,1361.59,1369.76,1361.21,734625251
19/11/2015,1359.20,1371.88,1360.49,1371.95,1360.09,734482078
18/11/2015,1350.92,1347.35,1359.20,1360.86,1345.92,730638611
17/11/2015,1340.44,1343.60,1350.92,1351.99,1342.63,727386475
16/11/2015,1317.14,1324.86,1340.44,1340.44,1324.50,721513452
15/11/2015,1353.19,1317.55,1317.14,1324.21,1316.38,708248645
12/11/2015,1363.64,1359.32,1353.19,1360.94,1351.97,729588776
11/11/2015,1354.69,1357.13,1363.64,1367.01,1357.13,731395987
10/11/2015,1354.48,1357.71,1354.69,1358.33,1350.13,726586558
