,date,value
1221,2012-05-31,979.663644121
1220,2012-06-03,957.019886319
1219,2012-06-04,966.958272795
1218,2012-06-05,970.964386743
1217,2012-06-06,984.009021342
1216,2012-06-07,1001.71034036
1215,2012-06-10,1006.43550499
1214,2012-06-11,989.330727743
1213,2012-06-12,984.886208716
1212,2012-06-13,966.295926265
1211,2012-06-14,958.928839299
1210,2012-06-17,971.707325712
1209,2012-06-18,972.254549327
1208,2012-06-19,973.581507722
1207,2012-06-20,966.29378576
1206,2012-06-21,960.078942512
1205,2012-06-24,957.286053088
1204,2012-06-25,945.321776547
1203,2012-06-26,939.690401642
1202,2012-06-27,942.394229212
1201,2012-06-28,930.587420754
1200,2012-07-01,953.185706208
1199,2012-07-02,948.201812761
1198,2012-07-03,946.287971371
1197,2012-07-04,942.002399848
1196,2012-07-05,941.452229451
1195,2012-07-08,939.33468904
1194,2012-07-09,935.926126179
1193,2012-07-10,939.849358219
1192,2012-07-11,936.353541325
1191,2012-07-12,933.710893142
1190,2012-07-15,927.828021153
1189,2012-07-16,919.484333722
1188,2012-07-17,923.086494345
1187,2012-07-18,919.637411721
1186,2012-07-19,910.504734077
1185,2012-07-22,905.794505982
1184,2012-07-23,891.875606951
1183,2012-07-24,893.895491561
1182,2012-07-25,903.507219457
1181,2012-07-26,908.05600979
1180,2012-07-30,912.444651009
1179,2012-07-31,912.132480481
1178,2012-08-01,919.865478448
1177,2012-08-02,910.944050513
1176,2012-08-05,911.484095986
1175,2012-08-06,909.51409591
1174,2012-08-07,921.05902666
1173,2012-08-08,923.7431353
1172,2012-08-09,920.333931791
1171,2012-08-12,906.352242711
1170,2012-08-13,883.822762455
1169,2012-08-14,893.697467692
1168,2012-08-15,889.488362606
1167,2012-08-16,901.993647998
1166,2012-08-19,910.317207048
1165,2012-08-20,907.779130138
1164,2012-08-21,913.629360394
1163,2012-08-22,909.591230722
1162,2012-08-23,907.240112027
1161,2012-08-26,905.012803439
1160,2012-08-27,906.266311533
1159,2012-08-28,897.302933888
1158,2012-08-29,910.529634752
1157,2012-08-30,919.189524693
1156,2012-09-02,915.062196253
1155,2012-09-03,917.581972322
1154,2012-09-04,907.882315108
1153,2012-09-05,903.501938099
1152,2012-09-06,903.697533232
1151,2012-09-09,932.745246638
1150,2012-09-10,938.007043373
1149,2012-09-11,941.270453561
1148,2012-09-12,952.052562163
1147,2012-09-13,955.587332263
1146,2012-09-19,958.081191334
1145,2012-09-20,957.166842446
1144,2012-09-23,965.656253337
1143,2012-09-24,988.273921819
1142,2012-09-27,1008.98013196
1141,2012-10-02,1044.96012152
1140,2012-10-03,1056.30720327
1139,2012-10-04,1047.69719443
1138,2012-10-09,1032.1170614
1137,2012-10-10,1035.88184984
1136,2012-10-11,1043.70644726
1135,2012-10-14,1042.82783389
1134,2012-10-15,1064.89342715
1133,2012-10-16,1075.95349169
1132,2012-10-17,1077.03036525
1131,2012-10-18,1075.01580202
1130,2012-10-21,1055.73422225
1129,2012-10-22,1069.81500146
1128,2012-10-23,1054.27695912
1127,2012-10-24,1062.35143066
1126,2012-10-25,1074.75887835
1125,2012-10-28,1070.95371886
1124,2012-10-29,1058.86935883
1123,2012-10-30,1071.38034172
1122,2012-10-31,1077.19846167
1121,2012-11-01,1083.2155717
1120,2012-11-04,1078.32958365
1119,2012-11-05,1081.96301024
1118,2012-11-06,1088.00396344
1117,2012-11-07,1076.43105294
1116,2012-11-08,1073.33444131
1115,2012-11-11,1072.70419603
1114,2012-11-12,1061.40013846
1113,2012-11-13,1059.78740584
1112,2012-11-14,1053.64019913
1111,2012-11-15,1046.38585847
1110,2012-11-18,1057.09848039
1109,2012-11-19,1066.07762196
1108,2012-11-20,1065.46014206
