,date,value
1221,2012-05-31,1013.35718343
1220,2012-06-03,988.34170887
1219,2012-06-04,995.632683445
1218,2012-06-05,994.313513951
1217,2012-06-06,1006.75926736
1216,2012-06-07,1023.73960019
1215,2012-06-10,1022.68508451
1214,2012-06-11,1014.01068878
1213,2012-06-12,1008.45176718
1212,2012-06-13,991.849945849
1211,2012-06-14,982.656009722
1210,2012-06-17,986.927301269
1209,2012-06-18,985.600200439
1208,2012-06-19,990.4971921
1207,2012-06-20,987.259815233
1206,2012-06-21,982.858981527
1205,2012-06-24,1016.01290741
1204,2012-06-25,998.203621912
1203,2012-06-26,989.313850572
1202,2012-06-27,991.36643226
1201,2012-06-28,977.993755482
1200,2012-07-01,996.811827045
1199,2012-07-02,997.461475363
1198,2012-07-03,996.869763888
1197,2012-07-04,996.680835801
1196,2012-07-05,996.11226295
1195,2012-07-08,993.779969039
1194,2012-07-09,995.411804107
1193,2012-07-10,994.045629656
1192,2012-07-11,993.974294335
1191,2012-07-12,991.306445927
1190,2012-07-15,992.431281101
1189,2012-07-16,993.670696349
1188,2012-07-17,1007.62038325
1187,2012-07-18,1011.31883709
1186,2012-07-19,1002.9725393
1185,2012-07-22,997.143371837
1184,2012-07-23,985.158895818
1183,2012-07-24,990.049438817
1182,2012-07-25,998.900412154
1181,2012-07-26,1000.60204957
1180,2012-07-30,1012.38366377
1179,2012-07-31,1004.55415996
1178,2012-08-01,1006.94745897
1177,2012-08-02,994.950013388
1176,2012-08-05,981.373034336
1175,2012-08-06,980.046188057
1174,2012-08-07,1004.99698005
1173,2012-08-08,1005.89306931
1172,2012-08-09,1002.71652114
1171,2012-08-12,997.501628192
1170,2012-08-13,986.924442714
1169,2012-08-14,993.701813547
1168,2012-08-15,990.48257079
1167,2012-08-16,998.662590496
1166,2012-08-19,1000.56404009
1165,2012-08-20,999.617419214
1164,2012-08-21,1005.82901988
1163,2012-08-22,1002.1323117
1162,2012-08-23,998.025060989
1161,2012-08-26,993.456907725
1160,2012-08-27,997.201701194
1159,2012-08-28,986.464802725
1158,2012-08-29,993.053996956
1157,2012-08-30,995.255121463
1156,2012-09-02,990.44392564
1155,2012-09-03,996.344641424
1154,2012-09-04,987.943486842
1153,2012-09-05,983.859780371
1152,2012-09-06,983.587558632
1151,2012-09-09,1007.65718701
1150,2012-09-10,1014.00608383
1149,2012-09-11,1012.79631578
1148,2012-09-12,1021.73671566
1147,2012-09-13,1019.61511994
1146,2012-09-19,1021.01016249
1145,2012-09-20,1015.95521306
1144,2012-09-23,1018.49316443
1143,2012-09-24,1035.42468579
1142,2012-09-27,1057.77218878
1141,2012-10-02,1088.09713117
1140,2012-10-03,1092.83456903
1139,2012-10-04,1082.63081621
1138,2012-10-09,1061.3382918
1137,2012-10-10,1062.67520236
1136,2012-10-11,1067.60642153
1135,2012-10-14,1062.68924389
1134,2012-10-15,1076.16942712
1133,2012-10-16,1085.15438179
1132,2012-10-17,1091.83845319
1131,2012-10-18,1098.55426724
1130,2012-10-21,1082.28271276
1129,2012-10-22,1091.09440767
1128,2012-10-23,1077.06929034
1127,2012-10-24,1084.77459067
1126,2012-10-25,1096.5211047
1125,2012-10-28,1092.62241186
1124,2012-10-29,1081.25040308
1123,2012-10-30,1094.71263333
1122,2012-10-31,1101.73715558
1121,2012-11-01,1108.2565538
1120,2012-11-04,1108.19597561
1119,2012-11-05,1114.47679288
1118,2012-11-06,1112.36958359
1117,2012-11-07,1103.35483041
1116,2012-11-08,1101.37266922
1115,2012-11-11,1098.46774987
1114,2012-11-12,1089.89938686
1113,2012-11-13,1086.39775681
1112,2012-11-14,1081.12859467
1111,2012-11-15,1070.03242363
1110,2012-11-18,1075.60606002
1109,2012-11-19,1081.95415885
1108,2012-11-20,1081.68573776
1107,2012-11-21,1087.79755532
1106,2012-11-22,1088.27156901
1105,2012-11-25,1101.52057876
1104,2012-11-26,1108.59961197
1103,2012-11-27,1120.02817175
1102,2012-11-28,1124.00835732
1101,2012-11-29,1123.1941623
1100,2012-12-02,1123.55515428
1099,2012-12-03,1123.91420935
1098,2012-12-04,1124.07588143
1097,2012-12-05,1134.04091862
1096,2012-12-06,1132.90169338
1095,2012-12-09,1141.49325376
1094,2012-12-10,1138.38464939
1093,2012-12-11,1145.76637793
1092,2012-12-12,1131.12718963
1091,2012-12-13,1107.2007109
1090,2012-12-16,1089.66604788
1089,2012-12-17,1083.46045203
1088,2012-12-18,1093.14509514
1087,2012-12-19,1106.76483442
1086,2012-12-20,1099.99771325
1085,2012-12-23,1089.36773155
1084,2012-12-24,1079.39508929
1083,2012-12-25,1072.58656361
1082,2012-12-26,1076.19832499
1081,2012-12-27,1076.14945165
1080,2012-12-30,1078.90542465
1079,2012-12-31,1074.72381536
1078,2013-01-01,1098.51643571
1077,2013-01-02,1099.87965553
1076,2013-01-03,1090.82931025
1075,2013-01-06,1103.16527003
1074,2013-01-07,1097.0453378
1073,2013-01-08,1095.90764963
1072,2013-01-09,1105.12222161
1071,2013-01-10,1114.00712504
1070,2013-01-13,1110.05332454
1069,2013-01-14,1107.49611638
1068,2013-01-15,1101.24312758
1067,2013-01-16,1098.73596478
1066,2013-01-17,1100.02932923
1065,2013-01-20,1087.7885367
1064,2013-01-21,1094.91316752
1063,2013-01-23,1104.11316995
1062,2013-01-24,1106.23095558
1061,2013-01-27,1099.53515443
1060,2013-01-28,1102.55002723
1059,2013-01-29,1095.26635257
1058,2013-01-30,1086.61692312
1057,2013-01-31,1083.56994415
1056,2013-02-03,1093.19599258
1055,2013-02-04,1092.09973151
1054,2013-02-05,1101.57242933
1053,2013-02-06,1104.94238089
1052,2013-02-07,1107.63166418
1051,2013-02-10,1115.97811248
1050,2013-02-11,1121.01390035
1049,2013-02-12,1125.8291163
1048,2013-02-13,1126.36287291
1047,2013-02-14,1120.97990626
1046,2013-02-17,1121.4823806
1045,2013-02-18,1114.43526926
1044,2013-02-19,1119.02168776
1043,2013-02-20,1132.54203758
1042,2013-02-21,1117.2396815
1041,2013-02-25,1119.97970528
1040,2013-02-26,1111.52221198
1039,2013-02-27,1111.14428443
1038,2013-02-28,1116.49460901
1037,2013-03-03,1108.23650763
1036,2013-03-04,1112.30823719
1035,2013-03-05,1122.56170271
1034,2013-03-06,1128.96718829
1033,2013-03-07,1132.86309273
1032,2013-03-10,1137.61715604
1031,2013-03-11,1138.36669386
1030,2013-03-12,1140.27641791
1029,2013-03-13,1141.54615969
1028,2013-03-14,1150.46513601
1027,2013-03-17,1146.02476104
1026,2013-03-18,1147.67490712
1025,2013-03-19,1153.82397834
1024,2013-03-20,1150.64727253
1023,2013-03-21,1146.45859342
1022,2013-03-24,1153.456525
1021,2013-03-27,1150.66944035
1020,2013-03-28,1138.00307114
1019,2013-04-02,1141.60296712
1018,2013-04-03,1142.43446728
1017,2013-04-04,1136.99656888
1016,2013-04-07,1133.3090363
1015,2013-04-08,1136.4732162
1014,2013-04-09,1133.0183573
1013,2013-04-10,1131.97190206
1012,2013-04-11,1129.72512014
1011,2013-04-14,1127.45941513
1010,2013-04-17,1122.21665598
1009,2013-04-18,1113.90936851
1008,2013-04-21,1110.31211483
1007,2013-04-22,1111.89938837
1006,2013-04-23,1116.5608487
1005,2013-04-24,1117.94013732
1004,2013-04-25,1116.37030109
1003,2013-04-28,1109.99979312
1002,2013-04-29,1112.00541324
1001,2013-04-30,717.927982863
1000,2013-05-01,712.130944541
999,2013-05-02,713.25935998
998,2013-05-05,714.55993942
997,2013-05-06,719.516297784
996,2013-05-07,723.065114988
995,2013-05-08,723.310939226
994,2013-05-09,714.352003804
993,2013-05-12,706.023726172
992,2013-05-13,712.751110518
991,2013-05-16,722.657972609
990,2013-05-19,729.630002256
989,2013-05-20,736.303879474
988,2013-05-21,736.700358788
987,2013-05-22,737.854298189
986,2013-05-23,725.686861002
985,2013-05-26,731.668428764
984,2013-05-27,732.348727942
983,2013-05-28,745.439142511
982,2013-05-29,738.352192545
981,2013-05-30,735.133483913
980,2013-06-02,735.742069581
979,2013-06-03,740.769342449
978,2013-06-04,743.876968789
977,2013-06-05,739.426985727
976,2013-06-06,737.4351403
975,2013-06-09,742.619749309
974,2013-06-10,746.608076882
973,2013-06-11,741.666011737
972,2013-06-12,738.824023081
971,2013-06-13,731.835400651
970,2013-06-16,733.744537817
969,2013-06-17,734.5731005
968,2013-06-18,735.333377183
967,2013-06-19,732.699508253
966,2013-06-20,725.77160963
965,2013-06-23,723.5960216
964,2013-06-24,712.511205004
963,2013-06-25,709.89813106
962,2013-06-26,711.05702645
961,2013-06-27,710.262744804
960,2013-06-30,713.409639657
959,2013-07-01,714.941464517
958,2013-07-02,717.677245853
957,2013-07-03,710.939979587
956,2013-07-04,713.902797068
955,2013-07-07,716.600403115
954,2013-07-08,718.719349608
953,2013-07-09,718.018053783
952,2013-07-10,718.024197299
951,2013-07-11,719.60095587
950,2013-07-14,724.677484291
949,2013-07-15,726.830199685
948,2013-07-17,728.440609527
947,2013-07-18,731.587222775
946,2013-07-21,730.074234313
945,2013-07-22,732.42934843
944,2013-07-23,736.020575359
943,2013-07-24,739.966426828
942,2013-07-25,733.436422707
941,2013-07-28,728.315819522
940,2013-07-29,729.105968575
939,2013-07-30,710.040609814
938,2013-07-31,711.931672011
937,2013-08-01,711.514717911
936,2013-08-04,709.432038083
935,2013-08-05,706.042418257
934,2013-08-06,703.672201749
933,2013-08-07,705.876102242
932,2013-08-08,708.517864203
931,2013-08-11,715.378890598
930,2013-08-12,714.244600057
929,2013-08-13,717.759006484
928,2013-08-14,718.021937859
927,2013-08-15,713.583008261
926,2013-08-18,716.078716632
925,2013-08-19,718.487064912
924,2013-08-20,714.569705803
923,2013-08-21,708.123379571
922,2013-08-22,705.633979118
921,2013-08-25,704.059330478
920,2013-08-26,699.753186662
919,2013-08-27,688.585872629
918,2013-08-28,693.393957085
917,2013-08-29,697.350911348
916,2013-09-01,704.870495829
915,2013-09-02,708.70340139
914,2013-09-03,706.214570491
913,2013-09-08,696.863911548
912,2013-09-09,703.255632698
911,2013-09-10,710.221234736
910,2013-09-11,712.269006046
909,2013-09-12,710.733320568
908,2013-09-15,723.154491166
907,2013-09-16,724.333777783
906,2013-09-17,726.046917062
905,2013-09-22,728.054939661
904,2013-09-23,733.740204053
903,2013-09-24,734.534301528
902,2013-09-29,742.996164869
901,2013-09-30,737.027769434
900,2013-10-01,741.500437169
899,2013-10-02,741.397704137
898,2013-10-03,741.254017183
897,2013-10-06,750.704945985
896,2013-10-07,751.993576936
895,2013-10-08,754.688809758
894,2013-10-09,757.303695072
893,2013-10-10,764.53240832
892,2013-10-13,762.48628809
891,2013-10-14,767.32456391
890,2013-10-15,767.049832658
889,2013-10-16,768.230473044
888,2013-10-17,764.505410627
887,2013-10-20,765.952295775
886,2013-10-21,768.130765552
885,2013-10-22,768.406031466
884,2013-10-23,760.552215781
883,2013-10-24,758.750055117
882,2013-10-27,766.308566417
881,2013-10-28,760.897744587
880,2013-10-29,762.672224699
879,2013-10-30,746.836074989
878,2013-10-31,742.814008184
877,2013-11-03,742.834206924
876,2013-11-04,747.216823131
875,2013-11-05,746.633241912
874,2013-11-06,748.426612194
873,2013-11-07,753.628690304
872,2013-11-10,752.80279192
871,2013-11-11,753.909977251
870,2013-11-12,753.59282434
869,2013-11-13,753.13418203
868,2013-11-14,757.984311119
867,2013-11-17,761.440805934
866,2013-11-18,764.782246525
865,2013-11-19,767.671628261
864,2013-11-20,779.995034359
863,2013-11-21,778.804429318
862,2013-11-24,782.828093611
861,2013-11-25,782.146639835
860,2013-11-26,778.485996911
859,2013-11-27,780.71435755
858,2013-11-28,781.514014384
857,2013-12-01,793.175503116
856,2013-12-02,790.026239364
855,2013-12-03,785.627330035
854,2013-12-04,782.84856573
853,2013-12-05,783.171614688
852,2013-12-08,784.499545033
851,2013-12-09,781.479762117
850,2013-12-10,782.486664023
849,2013-12-11,777.157174228
848,2013-12-12,765.40484995
847,2013-12-15,758.182536726
846,2013-12-16,766.721638695
845,2013-12-17,761.877455204
844,2013-12-18,763.879254665
843,2013-12-19,763.030454916
842,2013-12-22,771.872327909
841,2013-12-23,774.475500614
840,2013-12-24,769.434153593
839,2013-12-25,772.017697962
838,2013-12-26,770.069436831
837,2013-12-29,762.574343276
836,2013-12-30,764.582227853
835,2013-12-31,768.938576714
834,2014-01-01,775.358820183
833,2014-01-02,768.214315974
832,2014-01-05,766.576178614
831,2014-01-06,766.663922957
830,2014-01-07,771.593389228
829,2014-01-08,774.378318314
828,2014-01-09,773.740619871
827,2014-01-12,776.027695834
826,2014-01-13,783.329748577
825,2014-01-14,779.693512041
824,2014-01-15,800.275614167
823,2014-01-16,799.444445414
822,2014-01-19,797.512692259
821,2014-01-20,791.374304052
820,2014-01-21,797.119135483
819,2014-01-22,794.934159789
818,2014-01-23,786.860011706
817,2014-01-26,771.553110719
816,2014-01-27,776.205185124
815,2014-01-28,782.554488424
814,2014-01-29,781.928439897
813,2014-01-30,777.445389014
812,2014-02-02,777.900729246
811,2014-02-03,774.881300768
810,2014-02-04,776.87188141
809,2014-02-05,777.570216129
808,2014-02-06,784.167384961
807,2014-02-09,780.766957789
806,2014-02-10,775.906021248
805,2014-02-11,774.908835036
804,2014-02-12,777.16076146
803,2014-02-13,776.597829176
802,2014-02-16,780.127551081
801,2014-02-17,783.902288058
800,2014-02-18,789.137129188
799,2014-02-19,794.999752519
798,2014-02-20,801.002549942
797,2014-02-23,801.043816607
796,2014-02-24,808.31387179
795,2014-02-25,813.109664575
794,2014-02-26,821.241547861
793,2014-02-27,818.978383802
792,2014-03-02,822.645169545
791,2014-03-03,820.648281322
790,2014-03-04,828.369370706
789,2014-03-05,832.135535307
788,2014-03-06,836.693752792
787,2014-03-09,828.803506484
786,2014-03-10,831.178628667
785,2014-03-11,833.872648931
784,2014-03-12,829.060037392
783,2014-03-13,829.248092987
782,2014-03-17,834.75666425
781,2014-03-18,838.276887615
780,2014-03-19,844.010388682
779,2014-03-20,841.415332573
778,2014-03-23,840.023346902
777,2014-03-24,830.949476036
776,2014-03-25,837.575208814
775,2014-03-26,841.958216478
774,2014-03-27,836.022498458
773,2014-03-30,837.874484908
772,2014-03-31,847.772926778
771,2014-04-01,856.702505555
770,2014-04-02,864.45573563
769,2014-04-03,860.968620886
768,2014-04-06,859.265435664
767,2014-04-07,862.088411789
766,2014-04-08,841.043771116
765,2014-04-09,850.091895237
764,2014-04-10,851.42906249
763,2014-04-13,832.22179947
762,2014-04-16,834.046434554
761,2014-04-17,829.638810555
760,2014-04-22,849.202865223
759,2014-04-23,839.711805726
758,2014-04-24,833.565529082
757,2014-04-27,823.199031362
756,2014-04-28,827.973480273
755,2014-04-29,823.870398283
754,2014-04-30,823.803502736
753,2014-05-01,823.895527925
752,2014-05-04,818.617105713
751,2014-05-07,807.775437382
750,2014-05-08,816.886263336
749,2014-05-11,810.658925158
748,2014-05-12,815.154547269
747,2014-05-13,824.204134847
746,2014-05-14,824.262100811
745,2014-05-15,818.790650165
744,2014-05-18,821.975354647
743,2014-05-19,822.754933047
742,2014-05-20,823.871818702
741,2014-05-21,826.804215702
740,2014-05-22,829.645435893
739,2014-05-25,840.086598194
738,2014-05-26,839.698981385
737,2014-05-27,839.292314018
736,2014-05-28,836.235320894
735,2014-05-29,830.175836286
734,2014-06-01,834.323455474
733,2014-06-02,834.522366812
732,2014-06-05,832.840552916
731,2014-06-08,844.193583473
730,2014-06-09,842.360378846
729,2014-06-10,841.79044447
728,2014-06-11,841.668960629
727,2014-06-12,839.778665596
726,2014-06-15,837.144896414
725,2014-06-16,838.302953426
724,2014-06-17,838.826712802
723,2014-06-18,841.667863228
722,2014-06-19,848.320910672
721,2014-06-22,848.245836652
720,2014-06-23,846.823658631
