,date,value
677,2014-08-24,
676,2014-08-25,
675,2014-08-26,
674,2014-08-27,
673,2014-08-28,
672,2014-08-31,
671,2014-09-01,
670,2014-09-02,
669,2014-09-03,
668,2014-09-04,
667,2014-09-07,
666,2014-09-08,
665,2014-09-09,
664,2014-09-10,
663,2014-09-11,
662,2014-09-14,
661,2014-09-15,
660,2014-09-16,
659,2014-09-17,
658,2014-09-18,
657,2014-09-21,
656,2014-09-22,
655,2014-09-23,
654,2014-09-28,
653,2014-09-29,
652,2014-09-30,
651,2014-10-01,
650,2014-10-02,
649,2014-10-05,
648,2014-10-06,
647,2014-10-07,
646,2014-10-12,
645,2014-10-13,
644,2014-10-14,
643,2014-10-19,
642,2014-10-20,
641,2014-10-21,
640,2014-10-22,
639,2014-10-23,
638,2014-10-26,
637,2014-10-27,
636,2014-10-28,
635,2014-10-29,
634,2014-10-30,
633,2014-11-02,
632,2014-11-03,
631,2014-11-04,
630,2014-11-05,
629,2014-11-06,
628,2014-11-09,
627,2014-11-10,
626,2014-11-11,
625,2014-11-12,
624,2014-11-13,
623,2014-11-16,
622,2014-11-17,
621,2014-11-18,
620,2014-11-19,
619,2014-11-20,
618,2014-11-23,
617,2014-11-24,
616,2014-11-25,
615,2014-11-26,
614,2014-11-27,
613,2014-11-30,
612,2014-12-01,
611,2014-12-02,
610,2014-12-03,
609,2014-12-04,
608,2014-12-07,
607,2014-12-08,
606,2014-12-09,
605,2014-12-10,
604,2014-12-11,
603,2014-12-14,
602,2014-12-15,
601,2014-12-16,
600,2014-12-17,
599,2014-12-18,
598,2014-12-21,
597,2014-12-22,
596,2014-12-23,
595,2014-12-24,
594,2014-12-25,
593,2014-12-28,
592,2014-12-29,
591,2014-12-30,
590,2014-12-31,
589,2015-01-01,
588,2015-01-04,
587,2015-01-05,
586,2015-01-06,
585,2015-01-07,
584,2015-01-08,
583,2015-01-11,
582,2015-01-12,
581,2015-01-13,
580,2015-01-14,
579,2015-01-15,
578,2015-01-18,
577,2015-01-19,
576,2015-01-20,
575,2015-01-21,
574,2015-01-22,
573,2015-01-25,
572,2015-01-26,
571,2015-01-27,
570,2015-01-28,
569,2015-01-29,
568,2015-02-01,
567,2015-02-02,
566,2015-02-03,
565,2015-02-04,
564,2015-02-05,
563,2015-02-08,
562,2015-02-09,
561,2015-02-10,
560,2015-02-11,
559,2015-02-12,
558,2015-02-15,
557,2015-02-16,
556,2015-02-17,
555,2015-02-18,
554,2015-02-19,
553,2015-02-22,
552,2015-02-23,
551,2015-02-24,
550,2015-02-25,
549,2015-02-26,
548,2015-03-01,
547,2015-03-02,
546,2015-03-03,
545,2015-03-04,
544,2015-03-08,
543,2015-03-09,
542,2015-03-10,
541,2015-03-11,
540,2015-03-12,
539,2015-03-15,
538,2015-03-16,
537,2015-03-18,
536,2015-03-19,
535,2015-03-22,
534,2015-03-23,
533,2015-03-24,
532,2015-03-25,
531,2015-03-26,
530,2015-03-29,
529,2015-03-30,
528,2015-03-31,
527,2015-04-01,
526,2015-04-02,
525,2015-04-05,
524,2015-04-06,
523,2015-04-07,
522,2015-04-08,
521,2015-04-12,
520,2015-04-13,
519,2015-04-14,
518,2015-04-15,
517,2015-04-16,
516,2015-04-19,
515,2015-04-20,
514,2015-04-21,
513,2015-04-26,
512,2015-04-27,
511,2015-04-28,
510,2015-04-29,
509,2015-04-30,
508,2015-05-03,
507,2015-05-04,
506,2015-05-05,
505,2015-05-06,
504,2015-05-07,
503,2015-05-10,
502,2015-05-11,
501,2015-05-12,
500,2015-05-13,
499,2015-05-14,
498,2015-05-17,
497,2015-05-18,
496,2015-05-19,
495,2015-05-20,
494,2015-05-21,
493,2015-05-25,
492,2015-05-26,
491,2015-05-27,
490,2015-05-28,
489,2015-05-31,
488,2015-06-01,
487,2015-06-02,
486,2015-06-03,
485,2015-06-04,
484,2015-06-07,
483,2015-06-08,
482,2015-06-09,
481,2015-06-10,
480,2015-06-11,
479,2015-06-14,
478,2015-06-15,
477,2015-06-16,
476,2015-06-17,
475,2015-06-18,
474,2015-06-21,
473,2015-06-22,
472,2015-06-23,
471,2015-06-24,
470,2015-06-25,
469,2015-06-28,
468,2015-06-29,
467,2015-06-30,
466,2015-07-01,
465,2015-07-02,
464,2015-07-05,
463,2015-07-06,
462,2015-07-07,
461,2015-07-08,
460,2015-07-09,
459,2015-07-12,
458,2015-07-13,
457,2015-07-14,
456,2015-07-15,
455,2015-07-16,
454,2015-07-19,
453,2015-07-20,
452,2015-07-21,
451,2015-07-22,
450,2015-07-23,
449,2015-07-27,
448,2015-07-28,
447,2015-07-29,
446,2015-07-30,
445,2015-08-02,
444,2015-08-03,
443,2015-08-04,
442,2015-08-05,
441,2015-08-06,
440,2015-08-09,
439,2015-08-10,
438,2015-08-11,
437,2015-08-12,
436,2015-08-13,
435,2015-08-16,
434,2015-08-17,
433,2015-08-18,
432,2015-08-19,
431,2015-08-20,
430,2015-08-23,
429,2015-08-24,
428,2015-08-25,
427,2015-08-26,
426,2015-08-27,
425,2015-08-30,
424,2015-08-31,
423,2015-09-01,
422,2015-09-02,
421,2015-09-03,
420,2015-09-06,
419,2015-09-07,
418,2015-09-08,
417,2015-09-09,
416,2015-09-10,
415,2015-09-16,
414,2015-09-17,
413,2015-09-20,
412,2015-09-21,
411,2015-09-24,
410,2015-09-29,
409,2015-09-30,
408,2015-10-01,
407,2015-10-06,
406,2015-10-07,
405,2015-10-08,
404,2015-10-11,
403,2015-10-12,
402,2015-10-13,
401,2015-10-14,
400,2015-10-15,
399,2015-10-18,
398,2015-10-19,
397,2015-10-20,
396,2015-10-21,
395,2015-10-22,
394,2015-10-25,
393,2015-10-26,
392,2015-10-27,
391,2015-10-28,
