נתונים היסטוריים - אדגר - 01820083
מתאריך 29/05/2012 עד תאריך 29/05/2017, תדירות נתונים: יומי

תאריך,שער נעילה מתואם,שער נעילה (באגורות)    ,שינוי(%),שער פתיחה,שער בסיס,שער גבוה,שער נמוך,הון רשום למסחר,שווי שוק (אלפי ש"ח),מחזור מסחר(ש"ח),מחזור ביחידות,מספר עסקאות,סוג האקס *,מקדם אקס,ממ"מ,אחוז החזקות הציבור למדד
11/10/2012,296.2315,350.0000,2.94,340.0000,340.0000,350.8000,349.9000,112110565,392387,9369,2677,3,,,,
10/10/2012,287.7616,340.0000,0.00,340.0000,340.0000,0.0000,0.0000,112110565,381176,0,0,0,,,,
09/10/2012,287.7616,340.0000,0.89,337.0000,337.0000,344.0000,337.0000,112110565,381176,281992,82981,23,,,,
04/10/2012,285.2216,337.0000,0.00,337.0000,337.0000,0.0000,0.0000,112110565,377813,0,0,0,,,,
03/10/2012,285.2216,337.0000,0.00,337.0000,337.0000,337.0000,337.0000,112110565,377813,6582,1953,1,,,,
02/10/2012,285.2216,337.0000,4.66,322.0000,322.0000,337.0000,336.8000,112110565,377813,117917,35000,6,,,,
27/09/2012,272.5216,322.0000,2.32,322.0000,314.7000,322.0000,322.0000,112110565,360996,57136,17744,4,,,,
24/09/2012,266.3572,314.7000,1.19,311.0000,311.0000,315.3000,312.0000,112110565,352812,20742,6590,3,,,,
23/09/2012,263.2213,311.0000,0.32,310.0000,310.0000,311.0000,307.1000,112110565,348664,33468,10771,3,,,,
20/09/2012,262.3812,310.0000,0.29,309.1000,309.1000,315.0000,310.0000,112110565,347543,76202,24425,9,,,,
19/09/2012,261.6192,309.1000,-0.67,311.2000,311.2000,312.0000,308.0000,112110565,346534,38373,12414,4,,,,
13/09/2012,263.3874,311.2000,1.17,307.6000,307.6000,315.0000,308.0000,112110565,348888,65607,21085,6,,,,
12/09/2012,260.3394,307.6000,1.52,303.0000,303.0000,308.0000,304.2000,112110565,344852,503708,164377,13,,,,
11/09/2012,256.4415,303.0000,-0.98,303.0000,306.0000,303.0000,303.0000,112110565,339695,59352,19588,2,,,,
10/09/2012,258.9913,306.0000,-1.86,311.8000,311.8000,306.0000,306.0000,112110565,343058,44327,14486,2,,,,
09/09/2012,263.8954,311.8000,1.23,308.0000,308.0000,312.0000,308.1000,112110565,349561,6342,2034,3,,,,
06/09/2012,260.6813,308.0000,-1.63,313.1000,313.1000,308.1000,306.0000,112110565,345301,98577,32010,6,,,,
05/09/2012,264.9896,313.1000,-2.16,320.0000,320.0000,312.0000,312.0000,112110565,351018,1682,539,1,,,,
04/09/2012,270.8413,320.0000,0.00,320.0000,320.0000,0.0000,0.0000,112110565,358754,0,0,0,,,,
03/09/2012,270.8413,320.0000,-0.68,322.2000,322.2000,320.0000,320.0000,112110565,358754,8141,2544,2,,,,
02/09/2012,272.7170,322.2000,0.66,320.1000,320.1000,322.5000,320.2000,112110565,361220,164846,51216,11,,,,
30/08/2012,270.9097,320.1000,-3.00,330.0000,330.0000,320.1000,320.1000,112110565,358866,3095,967,1,,,,
29/08/2012,279.3014,330.0000,2.80,321.0000,321.0000,330.1000,330.0000,112110565,369965,89749,27194,6,,,,
28/08/2012,271.6815,321.0000,2.07,314.5000,314.5000,322.0000,315.5000,112110565,359875,49790,15600,8,,,,
27/08/2012,266.1716,314.5000,0.00,314.5000,314.5000,0.0000,0.0000,112110565,352588,0,0,0,,,,
26/08/2012,266.1716,314.5000,3.42,304.1000,304.1000,320.0000,310.1000,112110565,352588,9436,3000,3,,,,
23/08/2012,257.3891,304.1000,1.00,301.1000,301.1000,304.1000,304.1000,112110565,340928,24060,7912,4,,,,
22/08/2012,254.8394,301.1000,0.03,301.0000,301.0000,301.1000,301.1000,112110565,337565,4005,1330,1,,,,
21/08/2012,254.7612,301.0000,0.00,301.0000,301.0000,0.0000,0.0000,112110565,337453,0,0,0,,,,
20/08/2012,254.7612,301.0000,0.27,300.2000,300.2000,301.0000,301.0000,112110565,337453,6195,2058,1,,,,
19/08/2012,254.0774,300.2000,0.00,300.2000,300.2000,0.0000,0.0000,112110565,336556,0,0,0,,,,
16/08/2012,254.0774,300.2000,0.00,300.2000,300.2000,0.0000,0.0000,112110565,336556,0,0,0,,,,
15/08/2012,254.0774,300.2000,0.00,300.2000,300.2000,0.0000,0.0000,112110565,336556,0,0,0,,,,
14/08/2012,254.0774,300.2000,0.00,300.2000,300.2000,300.2000,300.2000,112110565,336556,2191,730,1,,,,
13/08/2012,254.0774,300.2000,-2.85,309.0000,309.0000,300.0000,300.0000,112110565,336556,1848,616,1,,,,
12/08/2012,261.5313,309.0000,1.18,305.4000,305.4000,309.0000,309.0000,112110565,346422,3708,1200,1,,,,
09/08/2012,258.4833,305.4000,0.00,305.4000,305.4000,0.0000,0.0000,112110565,342386,0,0,0,,,,
08/08/2012,258.4833,305.4000,-0.10,305.0000,305.7000,305.0000,305.0000,112110565,342386,915,300,1,,,,
07/08/2012,258.7373,305.7000,-1.39,310.0000,310.0000,306.0000,305.0000,112110565,342722,46960,15364,3,,,,
06/08/2012,262.3812,310.0000,0.71,307.8000,307.8000,310.0000,310.0000,112110565,347543,3652,1178,1,,,,
05/08/2012,260.5250,307.8000,0.00,307.8000,307.8000,0.0000,0.0000,112110565,345076,0,0,0,,,,
02/08/2012,260.5250,307.8000,0.00,307.8000,307.8000,0.0000,0.0000,112110565,345076,0,0,0,,,,
01/08/2012,260.5250,307.8000,-3.81,320.0000,320.0000,316.9000,304.0000,112110565,345076,52325,17000,4,,,,
31/07/2012,270.8413,320.0000,0.22,319.3000,319.3000,320.0000,320.0000,112110565,358754,4611,1441,1,,,,
30/07/2012,270.2454,319.3000,0.00,319.3000,319.3000,0.0000,0.0000,112110565,357969,0,0,0,,,,
26/07/2012,270.2454,319.3000,0.19,318.7000,318.7000,320.0000,312.8000,112110565,357969,309506,97400,13,,,,
25/07/2012,269.7374,318.7000,0.00,318.7000,318.7000,318.7000,318.7000,112110565,357296,9561,3000,2,,,,
24/07/2012,269.7374,318.7000,0.00,318.7000,318.7000,318.7000,318.7000,112110565,357296,10,3,1,,,,
23/07/2012,269.7374,318.7000,-1.94,325.0000,325.0000,335.0000,312.8000,112110565,357296,100827,31586,20,,,,
22/07/2012,275.0811,325.0000,0.00,325.0000,325.0000,0.0000,0.0000,112110565,364359,0,0,0,,,,
19/07/2012,275.0811,325.0000,0.00,325.0000,325.0000,0.0000,0.0000,112110565,364359,0,0,0,,,,
18/07/2012,275.0811,325.0000,0.00,325.0000,325.0000,0.0000,0.0000,112110565,364359,0,0,0,,,,
17/07/2012,275.0811,325.0000,0.00,325.0000,325.0000,325.0000,325.0000,112110565,364359,1918,590,1,,,,
16/07/2012,275.0811,325.0000,0.00,325.0000,325.0000,0.0000,0.0000,112110565,364359,0,0,0,,,,
15/07/2012,275.0811,325.0000,-0.18,325.6000,325.6000,327.1000,324.1000,112110565,364359,14586,4488,2,,,,
12/07/2012,275.5794,325.6000,-1.36,330.1000,330.1000,330.1000,324.0000,112110565,365032,12406,3810,3,,,,
11/07/2012,279.3796,330.1000,0.00,330.1000,330.1000,0.0000,0.0000,112110565,370077,0,0,0,,,,
10/07/2012,279.3796,330.1000,-3.22,341.1000,341.1000,330.1000,330.1000,112110565,370077,3301,1000,1,,,,
09/07/2012,288.6994,341.1000,-1.76,347.2000,347.2000,344.9000,332.1000,112110565,382409,91651,26872,8,,,,
08/07/2012,293.8673,347.2000,0.00,347.2000,347.2000,0.0000,0.0000,112110565,389248,0,0,0,,,,
05/07/2012,293.8673,347.2000,0.00,347.2000,347.2000,0.0000,0.0000,112110565,389248,0,0,0,,,,
04/07/2012,293.8673,347.2000,-0.46,348.8000,348.8000,348.0000,340.9000,112110565,389248,17358,5000,4,,,,
03/07/2012,295.2155,348.8000,2.32,340.9000,340.9000,348.9000,348.0000,112110565,391042,38532,11048,3,,,,
02/07/2012,288.5236,340.9000,-0.23,341.7000,341.7000,341.9000,335.0000,112110565,382185,40053,11750,9,,,,
01/07/2012,289.2074,341.7000,0.44,340.2000,340.2000,350.0000,340.0000,112110565,383082,32620,9548,4,,,,
28/06/2012,287.9374,340.2000,0.32,339.1000,339.1000,342.9000,337.5000,112110565,381400,28234,8300,5,,,,
27/06/2012,286.9996,339.1000,0.00,339.1000,339.1000,0.0000,0.0000,112110565,380167,0,0,0,,,,
26/06/2012,286.9996,339.1000,-2.25,346.9000,346.9000,346.9000,325.0000,112110565,380167,154919,45251,8,,,,
25/06/2012,293.6035,346.9000,2.51,338.4000,338.4000,346.9000,346.9000,112110565,388912,6938,2000,2,,,,
24/06/2012,286.4134,338.4000,-1.17,342.4000,342.4000,338.4000,338.4000,112110565,379382,5543,1638,2,,,,
21/06/2012,289.8033,342.4000,1.00,339.0000,339.0000,351.0000,338.4000,112110565,383867,27494,8029,7,,,,
20/06/2012,286.9116,339.0000,-3.42,351.0000,351.0000,339.0000,339.0000,112110565,380055,24584,7252,4,,,,
19/06/2012,297.0814,351.0000,0.00,351.0000,351.0000,0.0000,0.0000,112110565,393508,0,0,0,,,,
18/06/2012,297.0814,351.0000,-0.11,351.4000,351.4000,351.0000,351.0000,112110565,393508,70200,20000,2,,,,
17/06/2012,297.4135,351.4000,-1.82,357.9000,357.9000,357.4000,344.5000,112110565,393957,22840,6500,3,,,,
14/06/2012,302.9234,357.9000,0.00,357.9000,357.9000,0.0000,0.0000,112110565,401244,0,0,0,,,,
13/06/2012,302.9234,357.9000,0.00,357.9000,357.9000,0.0000,0.0000,112110565,401244,0,0,0,,,,
12/06/2012,302.9234,357.9000,-0.03,358.0000,358.0000,358.0000,345.1000,112110565,401244,122614,34520,8,,,,
11/06/2012,303.0015,358.0000,3.17,340.0000,347.0000,358.8000,340.0000,112110565,401356,73604,20861,7,,,,
10/06/2012,293.6915,347.0000,-0.20,347.7000,347.7000,347.0000,347.0000,112110565,389024,2845,820,1,ב"ד,0.93973,,
07/06/2012,294.2874,370.0000,-2.27,378.6000,378.6000,370.0000,370.0000,112110565,414809,2590,700,1,,,,
06/06/2012,301.1258,378.6000,0.24,377.7000,377.7000,383.9000,368.8000,112110565,424451,22611,5973,6,,,,
05/06/2012,300.4127,377.7000,0.13,377.2000,377.2000,389.2000,375.0000,112110565,423442,52106,13795,5,,,,
04/06/2012,300.0121,377.2000,4.78,360.0000,360.0000,377.8000,377.0000,112110565,422881,17546,4652,5,,,,
03/06/2012,286.3353,360.0000,0.00,360.0000,360.0000,0.0000,0.0000,112110565,403598,0,0,0,,,,
31/05/2012,286.3353,360.0000,0.00,360.0000,360.0000,360.0000,360.0000,112110565,403598,7200,2000,1,,,,
30/05/2012,286.3353,360.0000,0.00,360.0000,360.0000,360.0000,360.0000,112110565,403598,2700,750,1,,,,
29/05/2012,286.3353,360.0000,1.24,355.6000,355.6000,360.0000,360.0000,112110565,403598,32472,9020,3,,,,
